ra,ano_cohorte,fase,turma,nome,ano_nascimento,data_nasc,idade_referencia,genero,ano_ingresso,instituicao_ensino,escola,status_aluno,pedra_20,pedra_21,pedra_22,pedra_23,pedra_atual,inde_cohorte,inde_hist_22,inde_hist_23,inde_hist_24,cg,cf,ct,n_avaliacoes,iaa,ieg,ips,ida,ipv,ian,ipp,mat,por,ing,indicado,atingiu_pv,fase_ideal,defasagem,rec_psicologia,destaque_ieg,destaque_ida,destaque_ipv,previsao_defasagem,prob_defasagem,prob_defasagem_pct
RA-229,2023,FASE 4,4A,Aluno-229,2010.0,2010-09-04,,Masculino,2022.0,Privada - Programa de Apadrinhamento,,,,,Topázio,,Topázio,8.207591667,8.62,,,,,,4.0,9.2,9.8,2.52,7.8,8.42,10.0,8.28125,8.0,8.2,7.3,,,Fase 3 (7° e 8° ano),1.0,,,,,0,0.12966390159044391,12.97
RA-186,2023,FASE 4,4A,Aluno-186,2009.0,2009-10-07,,Feminino,2019.0,Privada,,,Ametista,Ametista,Ametista,,Ametista,7.817541667,7.832,,,,,,4.0,7.5,9.7,2.52,6.9,8.46,10.0,7.96875,6.8,7.0,7.0,,,Fase 4 (9° ano),0.0,,,,,0,0.3839639492405489,38.4
RA-189,2023,FASE 4,4A,Aluno-189,2008.0,2008-12-23,14.0,Masculino,2018.0,Privada - Programa de Apadrinhamento,,,Ametista,Ametista,Ametista,,Ametista,7.727325,7.629,,,,,,4.0,7.9,9.4,2.52,6.5,8.3775,10.0,8.28125,6.3,6.5,6.7,,,Fase 4 (9° ano),0.0,,,,,0,0.263520343241295,26.35
RA-191,2023,FASE 4,4A,Aluno-191,2009.0,2009-05-21,14.0,Masculino,2019.0,Privada - Programa de Apadrinhamento,,,Topázio,Topázio,Topázio,,Ametista,7.263666667,8.74,,,,,,4.0,0.0,9.7,2.52,7.8,8.4625,10.0,8.125,8.7,7.0,7.8,,,Fase 4 (9° ano),0.0,,,,,0,0.14601400205401083,14.6
RA-1173,2023,FASE 4,4A,Aluno-1173,2009.0,2009-05-31,14.0,Masculino,2023.0,Pública,,,,,,,Ametista,7.67285,,,,,,,4.0,8.8,9.7,2.52,6.0,8.1225,10.0,7.8125,7.0,5.0,6.0,,,Fase 4 (9° ano),0.0,,,,,0,0.4382137618462412,43.82
RA-217,2023,FASE 4,4B,Aluno-217,2007.0,2007-03-11,,Feminino,2021.0,Pública,,,,Ametista,Ametista,,Agata,6.96965,7.397,,,,,,4.0,8.3,8.6,2.52,5.6,8.5025,5.0,8.4375,6.7,5.3,4.8,,,Fase 5 (1° EM),-1.0,,,,,0,0.4962087420932966,49.62
RA-1174,2023,FASE 4,4B,Aluno-1174,2008.0,2008-10-19,15.0,Feminino,2023.0,Pública,,,,,,,Ametista,7.333591667,,,,,,,4.0,9.2,8.7,2.52,6.8,8.3375,5.0,8.90625,6.5,7.2,6.8,,,Fase 5 (1° EM),-1.0,,,,,1,0.6216675075777649,62.17
RA-192,2023,FASE 4,4B,Aluno-192,2007.0,2007-01-16,16.0,Masculino,2021.0,Privada,,,,Quartzo,Quartzo,,Agata,6.616016667,4.932,,,,,,4.0,8.8,6.2,5.0,6.5,7.3775,5.0,7.1875,6.0,5.8,7.8,,,Fase 6 (2° EM),-2.0,,,,,1,0.8386525639422581,83.87
RA-184,2023,FASE 4,4B,Aluno-184,2010.0,2010-03-27,13.0,Masculino,2019.0,Pública,,,Ametista,Ametista,Ametista,,Topázio,8.430241667,7.28,,,,,,4.0,7.9,9.5,7.52,7.1,8.5025,10.0,8.59375,7.3,6.3,7.8,,,Fase 3 (7° e 8° ano),1.0,,,,,0,0.3359490797492126,33.59
RA-200,2023,FASE 4,4B,Aluno-200,2007.0,2007-07-14,16.0,Masculino,2018.0,Privada - Programa de Apadrinhamento,,,Quartzo,Quartzo,Quartzo,,Quartzo,5.661166667,5.705,,,,,,4.0,9.6,4.5,2.52,4.3,7.17,5.0,7.5,4.3,4.2,4.5,,,Fase 6 (2° EM),-2.0,,,,,1,0.908686777838228,90.87
RA-1175,2023,FASE 4,4B,Aluno-1175,2006.0,2006-03-08,,Feminino,2023.0,Pública,,,,,,,Quartzo,5.939858333,,,,,,,4.0,8.3,5.3,2.52,6.3,7.6275,2.5,7.65625,6.3,6.3,6.2,,,Fase 7 (3° EM),-3.0,,,,,1,0.5752035921873448,57.52
RA-204,2023,FASE 4,4B,Aluno-204,2009.0,2009-08-08,,Feminino,2019.0,Pública,,,Ametista,Ametista,Ágata,,Ametista,7.557558333,6.943,,,,,,4.0,8.8,7.9,2.52,7.1,8.045,10.0,8.28125,4.7,8.0,8.5,,,Fase 4 (9° ano),0.0,,,,,1,0.6273761515950542,62.74
RA-1176,2023,FASE 4,4B,Aluno-1176,2010.0,2010-05-23,13.0,Masculino,2023.0,Pública,,,,,,,Topázio,8.881483333,,,,,,,4.0,8.3,9.3,7.52,8.2,9.17,10.0,9.6875,8.0,7.8,8.7,,,Fase 3 (7° e 8° ano),1.0,,,,,0,0.3718156274059876,37.18
RA-1177,2023,FASE 4,4B,Aluno-1177,2008.0,2008-11-15,14.0,Feminino,2023.0,Pública,,,,,,,Topázio,8.345491667,,,,,,,4.0,10.0,9.9,2.52,7.2,8.88,10.0,8.90625,7.0,6.7,8.0,,,Fase 4 (9° ano),0.0,,,,,0,0.3762074257232983,37.62
RA-215,2023,FASE 4,4C,Aluno-215,2009.0,2009-02-21,14.0,Feminino,2021.0,Pública,,,,Ágata,Ametista,,Ametista,7.166475,7.172,,,,,,4.0,8.8,6.6,2.52,6.9,7.7125,10.0,7.96875,5.7,6.7,8.3,,,Fase 4 (9° ano),0.0,,,,,1,0.5559301047526944,55.59
RA-1178,2023,FASE 4,4C,Aluno-1178,2007.0,2007-01-05,,Masculino,2023.0,Pública,,,,,,,Ametista,7.066475,,,,,,,4.0,8.8,9.3,2.52,5.7,8.2125,5.0,7.96875,6.3,4.5,6.3,,,Fase 6 (2° EM),-2.0,,,,,1,0.5019459589133074,50.19
RA-149,2023,FASE 4,4C,Aluno-149,2007.0,2007-05-02,,Feminino,2022.0,Pública,,,,,Ágata,,Quartzo,5.622266667,6.323,,,,,,4.0,8.8,4.2,2.52,4.7,7.2925,5.0,7.5,5.7,3.5,5.0,,,Fase 6 (2° EM),-2.0,,,,,1,0.7155816876230613,71.56
RA-1179,2023,FASE 4,4C,Aluno-1179,2008.0,2008-12-05,,Masculino,2023.0,Pública,,,,,,,Agata,6.631333333,,,,,,,4.0,9.6,8.1,4.38,5.0,7.17,5.0,6.875,6.7,3.7,4.5,,,Fase 5 (1° EM),-1.0,,,,,1,0.5108530692860193,51.09
RA-218,2023,FASE 4,4C,Aluno-218,2008.0,2008-07-17,15.0,Feminino,2022.0,Pública,,,,,Ágata,,Quartzo,5.811541667,6.1,,,,,,4.0,0.0,6.7,2.52,6.7,7.88,5.0,7.96875,5.7,7.0,7.5,,,Fase 5 (1° EM),-1.0,,,,,1,0.8440443351106197,84.4
RA-220,2023,FASE 4,4C,Aluno-220,2009.0,2009-01-30,14.0,Feminino,2022.0,Pública,,,,,Ágata,,Ametista,7.102016667,7.028,,,,,,4.0,8.8,7.6,2.52,6.1,7.5475,10.0,7.1875,6.3,5.8,6.3,,,Fase 4 (9° ano),0.0,,,,,0,0.37883391370125774,37.88
RA-202,2023,FASE 4,4C,Aluno-202,2008.0,2008-02-06,,Feminino,2017.0,Pública,,,Ametista,Ametista,Quartzo,,Agata,6.791641667,5.201,,,,,,4.0,8.8,7.9,2.52,5.9,8.005,5.0,7.96875,6.3,4.8,6.7,,,Fase 5 (1° EM),-1.0,,,,,1,0.7735715623360094,77.36
RA-1180,2023,FASE 4,4C,Aluno-1180,2008.0,2008-08-28,15.0,Masculino,2023.0,Pública,,,,,,,Ametista,7.067983333,,,,,,,4.0,8.3,9.5,5.0,5.4,7.7125,5.0,7.1875,6.0,4.8,5.3,,,Fase 5 (1° EM),-1.0,,,,,1,0.7710284035735819,77.1
RA-1181,2023,FASE 4,4C,Aluno-1181,2009.0,2009-05-01,,Feminino,2023.0,Pública,,,,,,,Agata,6.971266667,,,,,,,4.0,8.8,8.3,2.52,4.8,7.3375,10.0,7.5,5.7,4.3,4.5,,,Fase 4 (9° ano),0.0,,,,,0,0.3391843691129586,33.92
RA-1182,2023,FASE 4,4C,Aluno-1182,2007.0,2007-11-02,,Feminino,2023.0,Pública,,,,,,,Quartzo,5.709808333,,,,,,,4.0,7.5,6.3,2.52,4.2,7.2125,5.0,6.71875,5.3,2.0,5.2,,,Fase 6 (2° EM),-2.0,,,,,1,0.5139185813221784,51.39
RA-205,2023,FASE 4,4C,Aluno-205,2008.0,2008-07-03,,Masculino,2020.0,Pública,,,Ametista,Ametista,Quartzo,,Agata,6.857625,5.372,,,,,,4.0,9.6,7.6,4.38,6.6,7.09,5.0,7.03125,7.0,5.5,7.3,,,Fase 5 (1° EM),-1.0,,,,,1,0.7727295046036137,77.27
RA-1183,2023,FASE 4,4C,Aluno-1183,2007.0,2007-11-24,15.0,Masculino,2023.0,Pública,,,,,,,Agata,6.269541667,,,,,,,4.0,7.5,8.7,2.52,5.3,6.7575,5.0,6.09375,6.0,4.0,6.0,,,Fase 5 (1° EM),-1.0,,,,,1,0.7659166566712905,76.59
RA-237,2023,FASE 4,4F,Aluno-237,2008.0,2008-06-25,15.0,Feminino,2022.0,Privada - Programa de Apadrinhamento,,,,,Topázio,,Ametista,7.436566667,8.084,,,,,,4.0,8.3,9.5,2.52,6.7,8.96,5.0,8.125,7.7,7.0,5.5,,,Fase 5 (1° EM),-1.0,,,,,0,0.4267291024015913,42.67
RA-147,2023,FASE 4,4F,Aluno-147,2008.0,2008-03-19,15.0,Feminino,2022.0,Pública,,,,,Ametista,,Quartzo,5.5425,7.541,,,,,,4.0,0.0,7.0,5.63,4.5,7.46,5.0,6.875,5.0,6.0,2.5,,,Fase 5 (1° EM),-1.0,,,,,1,0.7310436391323646,73.1
RA-240,2023,FASE 4,4F,Aluno-240,2009.0,2009-08-01,,Feminino,2017.0,Privada - Programa de Apadrinhamento,,,Ametista,Ametista,Ágata,,Agata,6.337966667,6.943,,,,,,4.0,7.1,6.7,2.52,4.8,6.9175,10.0,6.875,7.0,3.3,4.2,,,Fase 4 (9° ano),0.0,,,,,0,0.34359775207959453,34.36
RA-1184,2023,FASE 4,4F,Aluno-1184,2007.0,2007-09-08,,Masculino,2023.0,Pública,,,,,,,Ametista,7.381566667,,,,,,,4.0,8.3,8.3,5.0,7.3,8.045,5.0,8.125,8.0,5.5,8.5,,,Fase 6 (2° EM),-2.0,,,,,0,0.4664596020549147,46.65
RA-241,2023,FASE 4,4F,Aluno-241,2008.0,2008-06-10,,Masculino,2016.0,Privada - Programa de Apadrinhamento,,,Ametista,Topázio,Topázio,,Ametista,7.016,8.468,,,,,,4.0,0.0,9.9,2.52,7.5,9.545,5.0,8.75,9.3,7.0,6.2,,,Fase 5 (1° EM),-1.0,,,,,1,0.5178582385832151,51.79
RA-242,2023,FASE 4,4F,Aluno-242,2009.0,2009-02-26,14.0,Masculino,2018.0,Privada - Programa de Apadrinhamento,,,Ametista,Ametista,Topázio,,Topázio,8.221841667,8.673,,,,,,4.0,7.1,9.7,2.52,7.9,9.3775,10.0,8.59375,9.3,7.3,7.2,,,Fase 4 (9° ano),0.0,,,,,0,0.22301852838216063,22.3
RA-138,2023,FASE 4,4F,Aluno-138,2007.0,2007-03-16,16.0,Masculino,2016.0,Pública,,,Ametista,Ágata,Ágata,,Agata,6.784075,6.738,,,,,,4.0,10.0,7.9,6.26,4.3,7.4175,5.0,7.34375,4.0,3.7,5.2,,,Fase 6 (2° EM),-2.0,,,,,1,0.8131591242739306,81.32
RA-244,2023,FASE 4,4F,Aluno-244,2010.0,2010-03-30,13.0,Feminino,2018.0,Privada - Programa de Apadrinhamento,,,Topázio,Topázio,Topázio,,Ametista,7.044333333,8.51,,,,,,4.0,0.0,8.8,2.52,7.3,8.8325,10.0,8.125,7.0,8.0,6.8,,,Fase 3 (7° e 8° ano),1.0,,,,,0,0.13982316994047983,13.98
RA-245,2023,FASE 4,4F,Aluno-245,2008.0,2008-06-10,,Masculino,2016.0,Privada - Programa de Apadrinhamento,,,Ametista,Topázio,Topázio,,Ametista,7.171166667,8.656,,,,,,4.0,0.0,10.0,2.52,8.1,9.5875,5.0,8.75,9.3,7.8,7.3,,,Fase 5 (1° EM),-1.0,,,,,1,0.5081633276663365,50.82
RA-246,2023,FASE 4,4F,Aluno-246,2009.0,2009-08-04,,Masculino,2022.0,Privada,,,,,Topázio,,Topázio,8.256766667,8.639,,,,,,4.0,8.8,9.9,4.39,6.8,8.9175,10.0,8.125,7.7,7.0,5.8,,,Fase 4 (9° ano),0.0,,,,,0,0.16478519219761448,16.48
RA-141,2023,FASE 4,4F,Aluno-141,2008.0,2008-05-28,15.0,Masculino,2017.0,Pública,,,Ágata,Ágata,Ametista,,Agata,6.719791667,7.118,,,,,,4.0,9.6,8.4,5.63,4.5,7.0425,5.0,7.03125,6.0,5.3,2.3,,,Fase 5 (1° EM),-1.0,,,,,1,0.7775822937657775,77.76
RA-239,2023,FASE 4,4G,Aluno-239,2007.0,2007-05-22,16.0,Feminino,2021.0,Pública,,,,Quartzo,Quartzo,,Agata,6.411333333,4.572,,,,,,4.0,0.0,8.4,5.0,7.0,7.6275,5.0,8.125,6.0,7.2,7.7,,,Fase 6 (2° EM),-2.0,,,,,1,0.8454742838818957,84.55
RA-1185,2023,FASE 4,4G,Aluno-1185,2010.0,2010-11-05,,Feminino,2023.0,Pública,,,,,,,Topázio,8.02675,,,,,,,4.0,7.5,9.1,5.0,7.5,8.3775,10.0,7.8125,6.7,6.3,9.5,,,Fase 3 (7° e 8° ano),1.0,,,,,0,0.42299477440104716,42.3
RA-262,2023,FASE 4,4G,Aluno-262,2007.0,2007-06-07,,Masculino,2021.0,Privada,,,,Quartzo,Quartzo,,Quartzo,4.406458333,4.786,,,,,,4.0,0.0,3.7,5.0,3.8,6.05,5.0,7.03125,5.0,3.3,3.0,,,Fase 6 (2° EM),-2.0,,,,,1,0.8382448106092455,83.82
RA-1186,2023,FASE 4,4G,Aluno-1186,2007.0,2007-08-01,,Feminino,2023.0,Pública,,,,,,,Ametista,7.281433333,,,,,,,4.0,8.8,9.8,6.89,5.5,7.3825,5.0,6.875,6.7,5.2,4.5,,,Fase 6 (2° EM),-2.0,,,,,1,0.6259371724545258,62.59
RA-397,2023,FASE 4,4G,Aluno-397,2008.0,2008-05-13,15.0,Feminino,2017.0,Pública,,,Quartzo,Quartzo,Quartzo,,Agata,6.207083333,5.852,,,,,,4.0,7.5,7.9,2.52,4.6,7.465,5.0,7.1875,6.7,5.0,2.0,,,Fase 5 (1° EM),-1.0,,,,,1,0.7895681100922861,78.96
RA-1187,2023,FASE 4,4G,Aluno-1187,2010.0,2010-02-19,13.0,Feminino,2023.0,Pública,,,,,,,Agata,6.644475,,,,,,,4.0,8.8,6.9,2.52,5.3,6.715,10.0,7.34375,4.7,5.0,6.2,,,Fase 3 (7° e 8° ano),1.0,,,,,0,0.35947727335246554,35.95
RA-145,2023,FASE 4,4H,Aluno-145,2006.0,2006-07-27,17.0,Masculino,2017.0,Pública,,,Ágata,Ágata,Quartzo,,#N/A,,5.846,,,,,,4.0,7.9,9.0,,6.2,7.4625,2.5,7.96875,5.3,6.0,7.2,,,Fase 7 (3° EM),-3.0,,,,,1,0.7419708128520536,74.2
RA-1188,2023,FASE 4,4H,Aluno-1188,2008.0,2008-01-13,15.0,Feminino,2023.0,Pública,,,,,,,#N/A,,,,,,,,4.0,9.6,9.4,,6.4,7.5875,5.0,7.8125,6.5,7.5,5.2,,,Fase 5 (1° EM),-1.0,,,,,1,0.6564382166967984,65.64
RA-265,2023,FASE 4,4H,Aluno-265,2009.0,2009-08-26,14.0,Masculino,2019.0,Pública,,,Ametista,Ametista,Ametista,,#N/A,,7.926,,,,,,4.0,8.3,8.7,,7.0,7.88,10.0,7.96875,7.3,6.8,6.8,,,Fase 4 (9° ano),0.0,,,,,0,0.21664766663958576,21.66
RA-254,2023,FASE 4,4H,Aluno-254,2008.0,2008-03-26,15.0,Masculino,2019.0,Pública,,,Ametista,Ametista,Ágata,,#N/A,,6.715,,,,,,4.0,9.6,8.8,,5.9,7.71,5.0,7.8125,5.7,5.7,6.2,,,Fase 5 (1° EM),-1.0,,,,,1,0.7747491756475949,77.47
RA-267,2023,FASE 4,4H,Aluno-267,2007.0,2007-01-19,16.0,Feminino,2016.0,Pública,,,Ágata,Quartzo,Ágata,,#N/A,,6.012,,,,,,4.0,7.9,7.7,,2.7,6.505,5.0,4.6875,2.7,4.0,1.3,,,Fase 6 (2° EM),-2.0,,,,,1,0.9257440665599755,92.57
RA-1189,2023,FASE 4,4H,Aluno-1189,2008.0,2008-05-04,,Feminino,2023.0,Pública,,,,,,,#N/A,,,,,,,,4.0,8.8,9.0,,6.1,7.3775,5.0,7.8125,6.3,5.7,6.2,,,Fase 5 (1° EM),-1.0,,,,,1,0.5374895757333042,53.75
RA-295,2023,FASE 4,4L,Aluno-295,2008.0,2008-02-28,15.0,Feminino,2022.0,Pública,,,,,Ametista,,Ametista,7.641016667,7.305,,,,,,4.0,8.8,8.8,2.52,7.7,9.005,5.0,9.0625,7.3,7.2,8.7,,,Fase 5 (1° EM),-1.0,,,,,1,0.6560076774680084,65.6
RA-269,2023,FASE 4,4L,Aluno-269,2009.0,2009-03-28,14.0,Masculino,2022.0,Pública,,,,,Topázio,,Topázio,8.116041667,8.231,,,,,,4.0,9.6,9.0,2.52,7.4,8.7975,10.0,8.59375,8.0,7.3,7.0,,,Fase 4 (9° ano),0.0,,,,,0,0.13531782464671926,13.53
RA-313,2023,FASE 4,4L,Aluno-313,2008.0,2008-11-18,14.0,Feminino,2022.0,Pública,,,,,Quartzo,,Ametista,7.011091667,5.8,,,,,,4.0,9.2,8.7,2.52,3.9,7.75,10.0,7.65625,4.0,2.8,5.0,,,Fase 4 (9° ano),0.0,,,,,0,0.47040691024258424,47.04
RA-1190,2023,FASE 4,4L,Aluno-1190,2009.0,2009-03-02,,Masculino,2023.0,Pública,,,,,,,Agata,6.330041667,,,,,,,4.0,0.0,9.2,5.0,4.2,7.045,10.0,7.34375,3.0,4.2,5.5,,,Fase 4 (9° ano),0.0,,,,,0,0.38098051115710724,38.1
RA-301,2023,FASE 4,4L,Aluno-301,2009.0,2009-11-07,,Feminino,2019.0,Pública,,,Ametista,Ametista,Ágata,,Agata,6.760341667,6.802,,,,,,4.0,9.2,5.4,7.52,5.2,6.465,10.0,6.71875,4.7,6.5,4.5,,,Fase 4 (9° ano),0.0,,,,,0,0.29700779216453715,29.7
RA-286,2023,FASE 4,4L,Aluno-286,2007.0,2007-11-20,15.0,Feminino,2022.0,Pública,,,,,Quartzo,,Quartzo,5.713333333,5.424,,,,,,4.0,0.0,7.5,5.0,4.7,7.3375,5.0,8.125,3.7,5.0,5.3,,,Fase 5 (1° EM),-1.0,,,,,1,0.8591905884081613,85.92
RA-1191,2023,FASE 4,4L,Aluno-1191,2009.0,2009-07-01,,Masculino,2023.0,Pública,,,,,,,Agata,6.175333333,,,,,,,4.0,7.5,7.2,5.0,3.7,6.26,10.0,5.0,2.3,2.5,6.2,,,Fase 4 (9° ano),0.0,,,,,0,0.3885339095283649,38.85
RA-1192,2023,FASE 4,4L,Aluno-1192,2007.0,2007-11-27,15.0,Feminino,2023.0,Pública,,,,,,,Agata,6.780741667,,,,,,,4.0,7.9,8.7,2.52,5.8,7.6675,5.0,7.96875,4.7,6.0,6.8,,,Fase 5 (1° EM),-1.0,,,,,1,0.6584973455707777,65.85
RA-174,2023,FASE 4,4L,Aluno-174,2007.0,2007-09-15,16.0,Feminino,2019.0,Pública,,,Ágata,Ágata,Ágata,,Agata,6.1242,6.075,,,,,,4.0,7.9,5.6,5.0,5.1,7.2125,5.0,7.5,3.7,7.3,4.3,,,Fase 6 (2° EM),-2.0,,,,,1,0.9174175759733747,91.74
RA-1193,2023,FASE 4,4L,Aluno-1193,2009.0,2009-03-01,,Feminino,2023.0,Pública,,,,,,,Agata,6.018083333,,,,,,,4.0,0.0,7.8,5.0,4.1,7.13,10.0,7.1875,3.7,3.5,5.0,,,Fase 4 (9° ano),0.0,,,,,0,0.42861314911287224,42.86
RA-308,2023,FASE 4,4L,Aluno-308,2009.0,2009-09-22,14.0,Masculino,2019.0,Pública,,,Ametista,Ametista,Ágata,,Agata,6.578558333,6.93,,,,,,4.0,5.4,6.8,5.0,4.9,7.5025,10.0,7.03125,4.7,5.2,4.7,,,Fase 4 (9° ano),0.0,,,,,0,0.33537976800735514,33.54
RA-152,2023,FASE 4,4M,Aluno-152,2006.0,2006-11-30,16.0,Feminino,2022.0,Pública,,,,,Ágata,,Agata,6.30695,6.712,,,,,,4.0,7.9,7.7,2.52,4.5,7.71,5.0,7.8125,4.0,5.0,4.5,,,Fase 6 (2° EM),-2.0,,,,,1,0.8409861189854493,84.1
RA-270,2023,FASE 4,4M,Aluno-270,2009.0,2009-02-28,14.0,Feminino,2019.0,Privada - Programa de Apadrinhamento,,,Ametista,Topázio,Topázio,,Ametista,7.982633333,8.226,,,,,,4.0,9.2,9.0,2.52,6.6,9.1275,10.0,8.75,7.7,6.2,5.8,,,Fase 4 (9° ano),0.0,,,,,0,0.14152980775364318,14.15
RA-271,2023,FASE 4,4M,Aluno-271,2007.0,2007-10-16,16.0,Feminino,2022.0,Pública,,,,,Ametista,,Agata,6.140333333,7.255,,,,,,4.0,0.0,9.3,2.52,5.9,7.7125,5.0,8.125,4.3,7.0,6.3,,,Fase 6 (2° EM),-2.0,,,,,1,0.7454115745359461,74.54
RA-299,2023,FASE 4,4M,Aluno-299,2009.0,2009-07-28,14.0,Feminino,2019.0,Privada - Programa de Apadrinhamento,,,Topázio,Ametista,Ametista,,Agata,6.796541667,7.278,,,,,,4.0,0.0,9.6,2.52,6.1,8.005,10.0,7.96875,5.0,7.2,6.2,,,Fase 4 (9° ano),0.0,,,,,0,0.4263129706032939,42.63
RA-316,2023,FASE 4,4M,Aluno-316,2008.0,2008-11-20,14.0,Feminino,2022.0,Pública,,,,,Ametista,,Topázio,8.436908333,7.889,,,,,,4.0,10.0,9.5,7.52,5.7,8.96,10.0,8.59375,6.3,5.7,5.0,,,Fase 4 (9° ano),0.0,,,,,0,0.21531105335194806,21.53
RA-318,2023,FASE 4,4M,Aluno-318,2008.0,2008-01-30,15.0,Feminino,2019.0,Pública,,,Ágata,Ametista,Ágata,,Agata,6.856575,6.527,,,,,,4.0,7.9,8.1,6.26,4.9,7.71,5.0,7.96875,5.0,5.0,4.7,,,Fase 5 (1° EM),-1.0,,,,,1,0.8685920594014473,86.86
RA-274,2023,FASE 4,4M,Aluno-274,2011.0,2011-02-18,12.0,Feminino,2019.0,Privada - Programa de Apadrinhamento,,,Ametista,Topázio,Ametista,,Topázio,8.137625,7.946,,,,,,4.0,7.5,9.5,5.63,7.5,8.295,10.0,7.65625,7.0,7.7,7.8,,,Fase 3 (7° e 8° ano),1.0,,,,,0,0.17565106382058043,17.57
RA-320,2023,FASE 4,4M,Aluno-320,2008.0,2008-11-20,14.0,Feminino,2022.0,Pública,,,,,Ametista,,Topázio,8.393508333,7.897,,,,,,4.0,9.2,9.9,7.52,5.5,8.96,10.0,8.59375,5.7,6.0,4.7,,,Fase 4 (9° ano),0.0,,,,,0,0.1943729640381655,19.44
RA-277,2023,FASE 4,4M,Aluno-277,2008.0,2008-12-09,,Masculino,2021.0,Pública,,,,Ametista,Ametista,,Ametista,7.7284,7.411,,,,,,4.0,8.3,9.9,7.52,5.5,8.7525,5.0,8.125,5.7,6.0,4.8,,,Fase 5 (1° EM),-1.0,,,,,1,0.5174587926257445,51.75
RA-278,2023,FASE 4,4M,Aluno-278,2010.0,2010-05-17,13.0,Masculino,2018.0,Pública,,,Ametista,Topázio,Ametista,,Ametista,7.1935,7.741,,,,,,4.0,0.0,9.8,5.63,5.6,8.3775,10.0,8.75,6.0,5.3,5.5,,,Fase 3 (7° e 8° ano),1.0,,,,,0,0.2203122595288403,22.03
RA-291,2023,FASE 4,4M,Aluno-291,2009.0,2009-01-17,14.0,Masculino,2022.0,Privada - Programa de Apadrinhamento,,,,,Topázio,,Topázio,8.493058333,8.122,,,,,,4.0,8.8,8.6,7.52,7.1,9.21,10.0,8.90625,8.0,6.5,6.7,,,Fase 4 (9° ano),0.0,,,,,0,0.3491776031557802,34.92
RA-306,2023,FASE 4,4M,Aluno-306,2008.0,2008-06-02,,Feminino,2021.0,Pública,,,,Ametista,Ágata,,Quartzo,5.732375,6.427,,,,,,4.0,0.0,7.9,6.26,4.0,7.46,5.0,7.34375,4.7,4.5,2.8,,,Fase 5 (1° EM),-1.0,,,,,1,0.7678635183195318,76.79
RA-279,2023,FASE 4,4M,Aluno-279,2009.0,2009-08-25,14.0,Masculino,2019.0,Pública,,,Topázio,Topázio,Topázio,,Topázio,9.006266667,8.815,,,,,,4.0,8.8,10.0,6.27,8.9,9.2125,10.0,8.75,9.0,8.5,9.3,,,Fase 4 (9° ano),0.0,,,,,0,0.19323826471973077,19.32
RA-280,2023,FASE 4,4M,Aluno-280,2009.0,2009-04-07,,Feminino,2021.0,Privada - Programa de Apadrinhamento,,,,Topázio,Ametista,,Topázio,8.189225,8.046,,,,,,4.0,6.7,9.5,7.52,6.5,8.7125,10.0,8.28125,6.3,7.7,5.5,,,Fase 4 (9° ano),0.0,,,,,0,0.17267015664233967,17.27
RA-276,2023,FASE 4,4M,Aluno-276,2008.0,2008-12-11,,Feminino,2017.0,Privada - Programa de Apadrinhamento,,,Ágata,Quartzo,Quartzo,,Agata,6.690458333,5.527,,,,,,4.0,6.3,8.5,2.52,5.5,6.585,10.0,7.03125,3.7,4.7,8.0,,,Fase 4 (9° ano),0.0,,,,,0,0.44822315531155815,44.82
RA-285,2023,FASE 4,4N,Aluno-285,2006.0,2006-08-18,17.0,Feminino,2020.0,Pública,,,Ametista,Quartzo,Quartzo,,Quartzo,5.380358333,5.063,,,,,,4.0,8.3,4.6,2.52,4.7,7.13,2.5,7.65625,4.0,6.0,4.0,,,Fase 7 (3° EM),-3.0,,,,,1,0.9129165243525871,91.29
RA-1194,2023,FASE 4,4N,Aluno-1194,2010.0,2010-08-21,13.0,Masculino,2023.0,Pública,,,,,,,Ametista,7.671933333,,,,,,,4.0,8.8,9.0,5.0,6.1,7.6675,10.0,7.5,6.0,4.2,8.0,,,Fase 3 (7° e 8° ano),1.0,,,,,0,0.42409999577724883,42.41
RA-287,2023,FASE 4,4N,Aluno-287,2005.0,2005-07-13,18.0,Feminino,2022.0,Pública,,,,,Quartzo,,Quartzo,3.745541667,3.7,,,,,,4.0,0.0,4.8,2.52,3.9,5.375,2.5,4.21875,3.0,2.3,6.5,,,Fase 8 (Universitários),-4.0,,,,,1,0.8877647426533932,88.78
RA-319,2023,FASE 4,4N,Aluno-319,2009.0,2009-07-07,,Masculino,2022.0,Concluiu o 3º EM,,,,,Ametista,,Topázio,8.367208333,7.448,,,,,,4.0,9.6,9.2,5.0,7.2,8.88,10.0,8.59375,5.7,5.8,10.0,,,Fase 4 (9° ano),0.0,,,,,0,0.3091555072188166,30.92
RA-321,2023,FASE 4,4N,Aluno-321,2010.0,2010-04-24,13.0,Feminino,2022.0,Pública,,,,,Ametista,,Ametista,7.695233333,7.792,,,,,,4.0,8.3,9.4,2.52,6.2,8.42,10.0,8.125,6.0,5.8,6.7,,,Fase 3 (7° e 8° ano),1.0,,,,,0,0.33737951704083463,33.74
